PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7230,N/A,421899003734,126515001,7220,722,LAURA H. CARNELL SCHOOL,Laura H. Carnell School,"Carnell, Laura H. School",Carnell,1931,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.038957, -75.084142",N/A,1100 DEVEREAUX AVE,PHILADELPHIA,PA,19111-5826,215-400-3150,215-400-3151,http://philasd.org/carnell,MR HILDERBRAND PELZER III,Network 9,TAMARA EDWARDS,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,0,0,0,0,0,0,0
3738,N/A,421899003738,126515001,7260,726,ELLWOOD SCHOOL,Ellwood School,Ellwood School,Ellwood,1957,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.05472609, -75.13894107",N/A,6701 N 13TH ST,PHILADELPHIA,PA,19126-2848,215-400-3540,215-400-3541,http://philasd.org/ellwood,MS ZAIDA BULTES,Network 7,CONSTANCE HORTON,Wakila S. Jones,wsjones@philasd.org,215-400-5861,1,1,1,1,1,1,0,0,0,0,0,0,0
3739,N/A,421899003739,126515001,7270,727,THOMAS K. FINLETTER SCHOOL,Thomas K. Finletter School,"Finletter, Thomas K. School",Finletter,1930,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.043608, -75.119176",N/A,6100 N FRONT ST,PHILADELPHIA,PA,19120-2024,215-400-3750,215-400-3751,https://www.philasd.org/finletter,MS MELISSA RASPER,Network 7,CONSTANCE HORTON,Tanisha Jackson,tjackson2@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
7231,N/A,421899010014,126515001,7280,728,BENJAMIN FRANKLIN ELEM. SCHOOL,Benjamin Franklin School,"Franklin, Benjamin K8 School",Franklin K8,1915,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.04215213, -75.10498859",N/A,5735 RISING SUN AVE,PHILADELPHIA,PA,19120-1629,215-400-3760,215-400-3761,http://philasd.org/franklin,MS ROSLYNN SAMPLE GREENE,Network 7,CONSTANCE HORTON,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-6629,1,1,1,1,1,1,1,1,1,0,0,0,0
4963,N/A,421899004963,126515001,7290,729,ALLEN M. STEARNE SCHOOL,Allen M. Stearne School,"Stearne, Allen M. School",Stearne,1968,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.011752, -75.085112",N/A,1655 UNITY ST,PHILADELPHIA,PA,19124-4047,215-400-3980,215-400-3981,http://philasd.org/stearne,MS KATHARINE DEAN,Network 9,TAMARA EDWARDS,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,1,1,1,0,0,0,0
3742,N/A,421899003742,126515001,7300,730,FRANCIS HOPKINSON SCHOOL,Francis Hopkinson School,"Hopkinson, Francis School",Hopkinson,1927,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.00771059, -75.10274511",N/A,4001 L ST,PHILADELPHIA,PA,19124-5300,215-400-3970,215-400-3971,http://philasd.org/hopkinson,MS MARGARET SHRIVER,Network 5,KAREN KOLSKY,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
3751,N/A,421899003751,126515001,7310,731,FELTONVILLE INTERMEDIATE,Feltonville Intermediate School,Feltonville Intermediate School,Feltonville Int,1908,Elementary,Neighborhood,"'03-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.02034002, -75.12102564",N/A,238 E WYOMING AVE,PHILADELPHIA,PA,19120-4449,215-400-3730,215-400-3731,http://philasd.org/fint,MS DANA SINGLETARY,Network 7,CONSTANCE HORTON,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,1,1,1,0,0,0,0,0,0,0
3743,N/A,421899003743,126515001,7320,732,HOWE ACADEMICS PLUS SCHOOL,Julia W. Howe School,"Howe, Julia Ward School",Howe,1913,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.04113187, -75.14211131",N/A,5800 N 13TH ST,PHILADELPHIA,PA,19141-4121,215-400-3650,215-400-3651,http://philasd.org/howe,MR MATTHEW REID,Network 7,CONSTANCE HORTON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
3744,N/A,421899003744,126515001,7330,733,HENRY W. LAWTON SCHOOL,Henry W. Lawton School,"Lawton, Henry W. School",Lawton,1973,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.020648, -75.058976",N/A,6101 JACKSON ST,PHILADELPHIA,PA,19135-3644,215-400-3340,215-400-3341,http://philasd.org/lawton,MS ARNETTA IMES,Network 9,TAMARA EDWARDS,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,0,0,0,0,0,0,0
7232,N/A,421899003746,126515001,7350,735,JAMES R. LOWELL SCHOOL,James R. Lowell School,"Lowell, James R. School",Lowell,1913,Elementary,Neighborhood,"'00-04",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.04086578, -75.12871963",N/A,450 W NEDRO AVE,PHILADELPHIA,PA,19120-1871,215-400-3740,215-400-3741,http://philasd.org/lowell,MS CHANTAL BARR,Network 7,CONSTANCE HORTON,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,0,0,0,0,0,0,0,0
3797,N/A,421899003797,126515001,7360,736,JOHN MARSHALL SCHOOL,John Marshall School,"Marshall, John School","Marshall, John",1909,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2017-2018,N/A,N/A,1,Non-Designated,7,"40.014546, -75.087158",N/A,4500 GRISCOM ST,PHILADELPHIA,PA,19124-3653,215-400-3950,215-400-3951,http://philasd.org/johnmarshall,MR WILLIAM LAWRENCE,Acceleration,SEAN CONLEY,Lorna Gill,lgil@philasd.org,215-400-3950,1,1,1,1,1,1,0,0,0,0,0,0,0
7663,N/A,421899000549,126515001,7370,737,GROVER WASHINGTON JR. MIDDLE,"Grover Washington, Jr. School","Washington, Grover Jr. Middle School","Washington, Grover",2000,Middle,Neighborhood,"'05-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,CSI,9,"40.035479, -75.117969",N/A,201 E OLNEY AVE,PHILADELPHIA,PA,19120-2514,215-400-3820,215-400-3821,http://philasd.org/gwjr,MS TIFFANI BLUNT,Network 12,JAMINA CLAY,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-6629,0,0,0,0,0,1,1,1,1,0,0,0,0
6534,N/A,421899006534,126515001,7380,738,ALEXANDER MCCLURE SCHOOL,Alexander K. McClure School,"McClure, Alexander K. School",McClure,1910,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,2019-2020,N/A,1,Non-Designated,7,"40.015178, -75.137574",N/A,600 W HUNTING PARK AVE,PHILADELPHIA,PA,19140-2516,215-400-3870,215-400-3871,http://philasd.org/mcclure,,Network 11,AMELIA COLEMAN BROWN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,0,0,0,0,0,0,0
3749,N/A,421899003749,126515001,7390,739,ANDREW J. MORRISON SCHOOL,Andrew J. Morrison School,"Morrison, Andrew J. School",Morrison,1924,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,8,"40.02843729, -75.12941126",N/A,5100 N 3RD ST,PHILADELPHIA,PA,19120-3311,215-400-3780,215-400-3781,http://philasd.org/morrison,MS MEREDITH LOWE,Network 7,CONSTANCE HORTON,Angela Butler,abutler@philasd.org,215-400-5856,1,1,1,1,1,1,1,1,1,0,0,0,0
3750,N/A,421899003750,126515001,7400,740,OLNEY ELEMENTARY SCHOOL,Olney School,Olney School,Olney,1900,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.03058672, -75.12134354",N/A,5301 N WATER ST,PHILADELPHIA,PA,19120-3246,215-400-3790,215-400-3791,http://philasd.org/olney,MR EDWARD KOCH,Network 7,CONSTANCE HORTON,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
3753,N/A,421899003753,126515001,7430,743,JAMES J. SULLIVAN SCHOOL,James J. Sullivan School,"Sullivan, James J. School",Sullivan,1930,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2020-2021,N/A,N/A,1,A-TSI,6,"40.01529786, -75.06706036",N/A,5300 DITMAN ST,PHILADELPHIA,PA,19124-2040,215-400-3960,215-400-3961,http://philasd.org/sullivan,MS TASHA SANFORD-SPENCER,Acceleration,SEAN CONLEY,Xiomara Daye,xdaye@philasd.org,215-400-3960,1,1,1,1,1,1,0,0,0,0,0,0,0
3755,N/A,421899003755,126515001,7440,744,BAYARD TAYLOR SCHOOL,Bayard Taylor School,"Taylor, Bayard School",Taylor,1907,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.00753033, -75.13793972",N/A,3698 N RANDOLPH ST,PHILADELPHIA,PA,19140-4538,215-400-3880,215-400-3881,http://philasd.org/taylor,MR DAVID LAVER,Network 11,AMELIA COLEMAN BROWN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,0,0,0,0,0,0,0
7233,N/A,421899003754,126515001,7460,746,WILLIAM H. ZIEGLER SCHOOL,William H. Ziegler School,"Ziegler, William H. School",Ziegler,1957,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,7,"40.03003725, -75.07570448",N/A,5935 SAUL ST,PHILADELPHIA,PA,19149-3446,215-400-3260,215-400-3261,http://philasd.org/ziegler,MR ROBERT BERRETTA,Network 9,TAMARA EDWARDS,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
3745,N/A,421899003745,126515001,7470,747,BRIDESBURG SCHOOL,Bridesburg School,Bridesburg School,Bridesburg,1958,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.00030082, -75.06660471",N/A,2824 JENKS ST,PHILADELPHIA,PA,19137-2231,215-400-7240,215-400-7241,http://philasd.org/bridesburg,MR JAMES SERPIELLO,Network 9,TAMARA EDWARDS,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,1,0,0,0,0
6765,N/A,421899006765,126515001,7490,749,PRINCE HALL SCHOOL,Prince Hall School,Prince Hall School,Prince Hall,1971,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,8,"40.04770742, -75.14956052",N/A,6101 N GRATZ ST,PHILADELPHIA,PA,19141-1401,215-400-3690,215-400-3691,http://philasd.org/princehall,MRS DONNA RAGSDALE,Network 7,CONSTANCE HORTON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
7368,N/A,421899000054,126515001,7500,750,FELTONVILLE ARTS & SCIENCES,Feltonville School of Arts and Sciences,Feltonville School of Arts and Sciences,FSAS,1993,Middle,Neighborhood,"'06-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Academic Improvement Plan,2018-2019,N/A,N/A,1,Non-Designated,7,"40.019437, -75.121675",N/A,210 E COURTLAND ST,PHILADELPHIA,PA,19120-4417,215-400-3810,215-400-3811,http://philasd.org/fas,MR JOHN PINIAT,Network 7,CONSTANCE HORTON,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,0,0,0,1,1,1,0,0,0,0
5183,N/A,421899005183,126515001,7510,751,MARY BETHUNE SCHOOL,Mary M. Bethune School,"Bethune, Mary M. School",Bethune,1970,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"40.00269526, -75.14872828",N/A,3301 OLD YORK RD,PHILADELPHIA,PA,19140-5305,215-400-3890,215-400-3891,http://philasd.org/bethune,MRS ALIYA CATANCH-BRADLEY,Network 11,AMELIA COLEMAN BROWN,Victoria Trower,vtrower@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
3724,N/A,421899003724,126515001,7530,753,ROWEN SCHOOL,William Rowen School,"Rowen, William School",Rowen,1938,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.05930676, -75.1486472",N/A,6841 N 19TH ST,PHILADELPHIA,PA,19126-1534,215-400-3550,215-400-3551,http://philasd.org/rowen,MR JAMES MURRAY JR,Network 7,CONSTANCE HORTON,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
6767,N/A,421899006767,126515001,7730,773,ROBERTO CLEMENTE MIDDLE SCHOOL,Roberto Clemente School,"Clemente, Roberto Middle School",Clemente,1916,Middle,Neighborhood,"'06-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2010-2011,N/A,N/A,1,CSI,7,"40.006819, -75.129736",N/A,122 W ERIE AVE,PHILADELPHIA,PA,19140-2725,215-400-3930,215-400-3931,http://philasd.org/clemente,MS PAULETTE GADDY,Acceleration,SEAN CONLEY,Lisa Wade,lwade@philasd.org,215-400-3930,0,0,0,0,0,0,1,1,1,0,0,0,0
3845,393205,421899003845,126515001,8010,801,ABRAHAM LINCOLN HIGH SCHOOL,Abraham Lincoln High School,"Lincoln, Abraham High School",Lincoln,1950,High,Neighborhood,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,Programs,1,CSI,6,"40.04310838, -75.04479221",N/A,3201 RYAN AVE,PHILADELPHIA,PA,19136-4318,215-400-3300,215-400-3301,http://philasd.org/lincoln,MR JACK NELSON JR,Network 4,NOAH TENNANT,Maria Moore,mmoore3@philasd.org,215-400-5884,0,0,0,0,0,0,0,0,0,1,1,1,1
3855,393407,421899003855,126515001,8020,802,NORTHEAST HIGH SCHOOL,Northeast High School,Northeast High School,Northeast,1957,High,Neighborhood,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,Programs,1,A-TSI,10,"40.05564409, -75.07118355",N/A,1601 COTTMAN AVE,PHILADELPHIA,PA,19111-3430,215-400-3200,215-400-3201,http://philasd.org/nehs,MR OMAR CROWDER,Network 1,TED DOMERS,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,0,0,0,0,0,0,0,0,0,1,1,1,1
6527,393323,421899006527,126515001,8030,803,GEORGE WASHINGTON HIGH SCHOOL,George Washington High School,"Washington, George High School","Washington, George",1963,High,Neighborhood,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,2017-2018,Programs,1,CSI,10,"40.10598577, -75.02723013",N/A,10175 BUSTLETON AVE,PHILADELPHIA,PA,19116-3718,215-400-3100,215-400-3101,http://philasd.org/gwhs,MS SUSAN THOMPSON,Network 4,NOAH TENNANT,Maria Moore,mmoore3@philasd.org,215-400-5884,0,0,0,0,0,0,0,0,0,1,1,1,1
8039,393394,421899006904,126515001,8040,804,ARTS ACADEMY AT BENJAMIN RUSH,Arts Academy at Benjamin Rush,Arts Academy at Benjamin Rush,Rush,2008,High,Special Admit,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.08253275, -74.9752061",N/A,11081 KNIGHTS RD,PHILADELPHIA,PA,19154-3516,215-400-3030,215-400-3031,http://philasd.org/rush,MS LATOYIA BAILEY,Network 1,TED DOMERS,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,393263,N/A,126515001,8070,807,OIC CADI,OIC CADI,OIC Career and Academic Development Institute (CADI),OIC CADI,2004,High,Alternative,"'09-12",N/A,0,0,Contracted,Opportunities Industrialization Centers of America,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,1,"39.958322, -75.144801",N/A,444 N 3RD ST,PHILADELPHIA,PA,19123-4107,215-567-2410,215-567-2421,http://philaoic.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,393249,N/A,126515001,8080,808,EXCEL ACADEMY NORTH,Excel Academy North,Excel Academy North,Excel North,2005,High,Alternative,"'09-12",N/A,0,0,Contracted,Camelot Education,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,5,"39.978134, -75.177658",N/A,1435 N 26TH ST,PHILADELPHIA,PA,19121-3728,215-684-5080,N/A,http://cameloteducation.org/our-schools/accelerated-schools/excel-academy-north,MR RYAN MULLER,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7072,393524,421899000572,126515001,8090,809,SWENSON ARTS/TECH HIGH SCHOOL,Swenson Arts and Technology High School,Swenson Arts and Technology High School,Swenson,2000,High,Citywide,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,Comprehensive,1,A-TSI,10,"40.0921093, -75.01398863",N/A,2750 RED LION RD,PHILADELPHIA,PA,19114,215-400-3140,215-400-3141,http://philasd.org/swenson,MS COLETTE LANGSTON,Network 13,JONATHAN BROWN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-6629,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,393252,N/A,126515001,8100,810,GATEWAY TO COLLEGE,Gateway to College - Community College of Philadelphia,Gateway to College - Community College of Philadelphia,Gateway to College,2006,High,Alternative,"'09-12",N/A,0,0,Contracted,Community College of Phila,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,5,"39.9629017, -75.16627046",N/A,1700 SPRING GARDEN ST,PHILADELPHIA,PA,19130-3936,215-751-8540,N/A,http://www.ccp.edu/academic-offerings/high-school-student-programs/gateway-college,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7253,N/A,421899003836,126515001,8120,812,WOODROW WILSON MIDDLE SCHOOL,Woodrow Wilson School,"Wilson, Woodrow Middle School",Wilson,1928,Middle,Neighborhood,"'06-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.052367, -75.069086",N/A,1800 COTTMAN AVE,PHILADELPHIA,PA,19111-3851,215-400-3190,215-400-3191,http://philasd.org/wwilson,MR SHAWN MCGUIGAN,Network 8,SHAKEERA WARTHEN,Tanisha Jackson,tjackson2@philasd.org,215-400-5878,0,0,0,0,0,0,1,1,1,0,0,0,0
6768,N/A,421899006768,126515001,8140,814,AUSTIN MEEHAN MIDDLE SCHOOL,Austin Meehan School,"Meehan, Austin Middle School",Meehan,1970,Middle,Neighborhood,"'08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,CSI,6,"40.045607, -75.044206",N/A,3001 RYAN AVE,PHILADELPHIA,PA,19152-4533,215-400-3240,215-400-3241,http://philasd.org/meehan,MR JOHN AUSTERBERRY,Network 12,JAMINA CLAY,Jaime Serrano,jlserrano@philasd.org,215-400-5898,0,0,0,0,0,0,0,0,1,0,0,0,0
6824,N/A,421899006824,126515001,8160,816,BALDI MIDDLE SCHOOL,Baldi School,Baldi Middle School,Baldi,1971,Middle,Neighborhood,"'06-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.09331609, -75.05217234",N/A,8801 VERREE RD,PHILADELPHIA,PA,19115-3609,215-400-3090,215-400-3091,http://philasd.org/baldi,MR LUKE HOSTETTER,Network 8,SHAKEERA WARTHEN,Maria Moore,mmoore3@philasd.org,215-400-5884,0,0,0,0,0,0,1,1,1,0,0,0,0
N/A,393306,N/A,126515001,8190,819,ONE BRIGHT RAY-FAIRHILL CAMPUS,One Bright Ray - Fairhill Campus,One Bright Ray at Fairhill Campus,OBR Fairhill,2004,High,Alternative,"'09-12",N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,7,"39.99376434, -75.13801882",N/A,2820 N 4TH ST,PHILADELPHIA,PA,19133-3116,215-423-1776,215-425-1213,http://www.onebrightraycommunity.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
3758,N/A,421899003758,126515001,8200,820,ETHAN ALLEN SCHOOL,Ethan Allen School,"Allen, Ethan School","Allen, Ethan",1930,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.0294252, -75.06268841",N/A,6329 BATTERSBY ST,PHILADELPHIA,PA,19149-3123,215-400-3270,215-400-3271,http://philasd.org/ethanallen,MRS CASSANDRA HOUSTON,Network 9,TAMARA EDWARDS,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,1,1,1,0,0,0,0
6529,N/A,421899006529,126515001,8210,821,J.H. BROWN ACADEMICS PLUS SCHL,Joseph H. Brown School,"Brown, Joseph H. School","Brown, Joseph",1937,Elementary,Neighborhood,"'00-07",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.04392183, -75.02460195",N/A,3600 STANWOOD ST,PHILADELPHIA,PA,19136-2357,215-400-3320,215-400-3321,http://philasd.org/jhbrown,MS ARTHUREA SMITH,Network 9,TAMARA EDWARDS,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,0,0,0,0,0
3762,N/A,421899003762,126515001,8230,823,KENNEDY C. CROSSAN SCHOOL,Kennedy C. Crossan School,"Crossan, Kennedy C. School",Crossan,1924,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.06144841, -75.08155085",N/A,7350 BINGHAM ST,PHILADELPHIA,PA,19111-3614,215-400-3160,215-400-3161,http://philasd.org/crossan,MS KHADIJAH BRIGHT,Network 8,SHAKEERA WARTHEN,Tanisha Jackson,tjackson2@philasd.org,215-400-5878,1,1,1,1,1,1,0,0,0,0,0,0,0
3763,N/A,421899003763,126515001,8240,824,HAMILTON DISSTON SCHOOL,Hamilton Disston School,"Disston, Hamilton School",Disston,1924,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,2019-2020,N/A,1,Non-Designated,6,"40.02836911, -75.04658904",N/A,6801 COTTAGE ST,PHILADELPHIA,PA,19135-2243,215-400-3350,215-400-3351,http://philasd.org/disston,MR KAREEM THOMAS,Network 9,TAMARA EDWARDS,Tamekia McFadden,tsimmons@philasd.org,215-400-5899,1,1,1,1,1,1,1,1,1,0,0,0,0
3764,N/A,421899003764,126515001,8250,825,EDWIN FORREST SCHOOL,Edwin Forrest School,"Forrest, Edwin School",Forrest,1929,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,CSI,6,"40.034440, -75.035891",N/A,7300 COTTAGE ST,PHILADELPHIA,PA,19136-4022,215-400-3330,215-400-3331,http://philasd.org/forrest,MS PAUL SPINA,Network 12,JAMINA CLAY,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,0,0,0,0,0,0,0
3765,N/A,421899003765,126515001,8260,826,FOX CHASE SCHOOL,Fox Chase School,Fox Chase School,Fox Chase,1949,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.076307, -75.082129",N/A,500 RHAWN ST,PHILADELPHIA,PA,19111-2505,215-400-3170,215-400-3171,http://philasd.org/foxchase,MR ROBERT CAROSELLI,Network 8,SHAKEERA WARTHEN,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,0,0,0,0,0,0,0
3766,N/A,421899003766,126515001,8270,827,THOMAS HOLME SCHOOL,Thomas Holme School,"Holme, Thomas School",Holme,1950,Elementary,Neighborhood,"'00-07",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.054988, -75.008965",N/A,9125 ACADEMY RD,PHILADELPHIA,PA,19114-2859,215-400-3130,215-400-3131,http://philasd.org/holme,MRS CRYSTLE ROYE-GILL,Network 9,TAMARA EDWARDS,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,1,1,0,0,0,0,0
3769,N/A,421899003769,126515001,8300,830,MAYFAIR SCHOOL,Mayfair School,Mayfair School,Mayfair,1949,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,6,"40.03945436, -75.05339332",N/A,3001 PRINCETON AVE,PHILADELPHIA,PA,19149-1413,215-400-3280,215-400-3281,http://philasd.org/mayfair,MR GUY LOWERY,Network 9,TAMARA EDWARDS,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,1,1,1,0,0,0,0
